Date,Open,High,Low,Close
2022-03-09 00:00:00+00:00,21.350990295410156,21.358999252319336,20.92569923400879,21.362390518188477
2022-03-10 00:00:00+00:00,20.90452003479004,21.060039520263672,20.89109992980957,20.905189514160156
2022-03-11 00:00:00+00:00,20.919069290161133,21.046499252319336,20.841299057006836,20.91200065612793
2022-03-14 00:00:00+00:00,20.902099609375,20.97757911682129,20.820600509643555,20.887510299682617
2022-03-15 00:00:00+00:00,20.89604949951172,20.92613983154297,20.823400497436523,20.90036964416504
2022-03-16 00:00:00+00:00,20.827909469604492,20.84950065612793,20.656919479370117,20.812599182128906
2022-03-17 00:00:00+00:00,20.638999938964844,20.663009643554688,20.55286979675293,20.630699157714844
2022-03-18 00:00:00+00:00,20.514110565185547,20.539579391479492,20.39590072631836,20.514089584350586
2022-03-21 00:00:00+00:00,20.385059356689453,20.410810470581055,20.258499145507812,20.381149291992188
2022-03-22 00:00:00+00:00,20.386089324951172,20.417409896850586,20.242000579833984,20.381900787353516
2022-03-23 00:00:00+00:00,20.267499923706055,20.285289764404297,20.146400451660156,20.272199630737305
2022-03-24 00:00:00+00:00,20.211299896240234,20.234039306640625,20.112699508666992,20.226640701293945
2022-03-25 00:00:00+00:00,20.079299926757812,20.09136962890625,19.90995979309082,20.066299438476562
2022-03-28 00:00:00+01:00,20.030149459838867,20.184179306030273,20.004499435424805,20.030149459838867
2022-03-29 00:00:00+01:00,20.091249465942383,20.111270904541016,19.914400100708008,20.091249465942383
2022-03-30 00:00:00+01:00,19.965599060058594,19.973100662231445,19.813499450683594,19.965599060058594
2022-03-31 00:00:00+01:00,19.878150939941406,19.964599609375,19.806299209594727,19.878150939941406
2022-04-01 00:00:00+01:00,19.875200271606445,19.9300594329834,19.750999450683594,19.875200271606445
2022-04-04 00:00:00+01:00,19.8572998046875,19.868200302124023,19.723100662231445,19.8572998046875
2022-04-05 00:00:00+01:00,19.8093204498291,19.939559936523438,19.754899978637695,19.8093204498291
2022-04-06 00:00:00+01:00,19.98259925842285,20.0748291015625,19.96150016784668,19.98259925842285
2022-04-07 00:00:00+01:00,20.161460876464844,20.187999725341797,20.094999313354492,20.161460876464844
2022-04-08 00:00:00+01:00,20.130319595336914,20.185100555419922,20.065000534057617,20.130319595336914
2022-04-11 00:00:00+01:00,20.064849853515625,20.121139526367188,19.99090003967285,20.064849853515625
2022-04-12 00:00:00+01:00,19.941940307617188,19.943880081176758,19.776399612426758,19.941940307617188
2022-04-13 00:00:00+01:00,19.80328941345215,19.827470779418945,19.73349952697754,19.80328941345215
2022-04-14 00:00:00+01:00,19.76129913330078,20.009979248046875,19.717500686645508,19.76129913330078
2022-04-15 00:00:00+01:00,19.962299346923828,19.973499298095703,19.92970085144043,19.962299346923828
2022-04-18 00:00:00+01:00,19.95359992980957,20.00497055053711,19.881999969482422,19.95359992980957
2022-04-19 00:00:00+01:00,19.79520034790039,20.068239212036133,19.753299713134766,19.79520034790039
2022-04-20 00:00:00+01:00,20.018110275268555,20.066850662231445,19.9330997467041,20.018110275268555
2022-04-21 00:00:00+01:00,19.97369956970215,20.201210021972656,19.970199584960938,19.97369956970215
2022-04-22 00:00:00+01:00,20.184650421142578,20.376720428466797,20.15920066833496,20.184650421142578
2022-04-25 00:00:00+01:00,20.23200035095215,20.474159240722656,20.229400634765625,20.23200035095215
2022-04-26 00:00:00+01:00,20.214599609375,20.442949295043945,20.180599212646484,20.214599609375
2022-04-27 00:00:00+01:00,20.380319595336914,20.52872085571289,20.312999725341797,20.380319595336914
2022-04-28 00:00:00+01:00,20.372299194335938,20.631549835205078,20.335899353027344,20.372299194335938
2022-04-29 00:00:00+01:00,20.441299438476562,20.449499130249023,20.289100646972656,20.441299438476562
2022-05-02 00:00:00+01:00,20.41737937927246,20.48031997680664,20.331199645996094,20.41737937927246
2022-05-03 00:00:00+01:00,20.448200225830078,20.473730087280273,20.271900177001953,20.448200225830078
2022-05-04 00:00:00+01:00,20.280059814453125,20.30171012878418,20.177099227905273,20.280059814453125
2022-05-05 00:00:00+01:00,20.038259506225586,20.31175994873047,19.992599487304688,20.038259506225586
2022-05-06 00:00:00+01:00,20.21470069885254,20.29400062561035,20.071500778198242,20.21470069885254
2022-05-09 00:00:00+01:00,20.176300048828125,20.388500213623047,20.18600082397461,20.176300048828125
2022-05-10 00:00:00+01:00,20.3635196685791,20.43195915222168,20.26799964904785,20.3635196685791
2022-05-11 00:00:00+01:00,20.380359649658203,20.455379486083984,20.220199584960938,20.380359649658203
2022-05-12 00:00:00+01:00,20.319730758666992,20.467300415039062,20.257699966430664,20.319730758666992
2022-05-13 00:00:00+01:00,20.172700881958008,20.250810623168945,20.120899200439453,20.172700881958008
2022-05-16 00:00:00+01:00,20.09126091003418,20.175500869750977,20.034900665283203,20.09126091003418
2022-05-17 00:00:00+01:00,20.019100189208984,20.037330627441406,19.915300369262695,20.019100189208984
2022-05-18 00:00:00+01:00,19.93549919128418,20.007980346679688,19.869600296020508,19.93549919128418
2022-05-19 00:00:00+01:00,20.023000717163086,20.067230224609375,19.862600326538086,20.023000717163086
2022-05-20 00:00:00+01:00,19.923599243164062,19.96002960205078,19.824899673461914,19.923599243164062
2022-05-23 00:00:00+01:00,19.84942054748535,19.8885498046875,19.77815055847168,19.84942054748535
2022-05-24 00:00:00+01:00,19.917959213256836,19.939050674438477,19.78510093688965,19.917959213256836
2022-05-25 00:00:00+01:00,19.84269905090332,19.926149368286133,19.8080997467041,19.84269905090332
2022-05-26 00:00:00+01:00,19.818199157714844,19.862199783325195,19.750099182128906,19.818199157714844
2022-05-27 00:00:00+01:00,19.75189971923828,19.786100387573242,19.539899826049805,19.75189971923828
2022-05-30 00:00:00+01:00,19.56999969482422,19.586679458618164,19.412099838256836,19.56999969482422
2022-05-31 00:00:00+01:00,19.531299591064453,19.732059478759766,19.521900177001953,19.531299591064453
2022-06-01 00:00:00+01:00,19.648740768432617,19.765300750732422,19.59040069580078,19.648740768432617
2022-06-02 00:00:00+01:00,19.71306037902832,19.720300674438477,19.51759910583496,19.71306037902832
2022-06-03 00:00:00+01:00,19.52790069580078,19.609790802001953,19.486799240112305,19.52790069580078
2022-06-06 00:00:00+01:00,19.54521942138672,19.596460342407227,19.4606990814209,19.54521942138672
2022-06-07 00:00:00+01:00,19.555299758911133,19.629940032958984,19.499099731445312,19.555299758911133
2022-06-08 00:00:00+01:00,19.57670021057129,19.679349899291992,19.55229949951172,19.57670021057129
2022-06-09 00:00:00+01:00,19.587099075317383,19.625120162963867,19.518600463867188,19.587099075317383
2022-06-10 00:00:00+01:00,19.676300048828125,19.96380043029785,19.605199813842773,19.676300048828125
2022-06-13 00:00:00+01:00,20.019460678100586,20.496200561523438,20.002099990844727,20.019460678100586
2022-06-14 00:00:00+01:00,20.466800689697266,20.68613052368164,20.341400146484375,20.466800689697266
2022-06-15 00:00:00+01:00,20.560659408569336,20.684249877929688,20.51799964904785,20.560659408569336
2022-06-16 00:00:00+01:00,20.222150802612305,20.697250366210938,20.208799362182617,20.222150802612305
2022-06-17 00:00:00+01:00,20.397199630737305,20.571800231933594,20.295499801635742,20.397199630737305
2022-06-20 00:00:00+01:00,20.294309616088867,20.372699737548828,20.218700408935547,20.294309616088867
2022-06-21 00:00:00+01:00,20.26849937438965,20.281110763549805,20.116300582885742,20.26849937438965
2022-06-22 00:00:00+01:00,20.136999130249023,20.245119094848633,19.997800827026367,20.136999130249023
2022-06-23 00:00:00+01:00,20.04949951171875,20.138669967651367,19.993200302124023,20.04949951171875
